고유번호,화학물질의 명칭,CAS
2008-1-569,"N,N,N-트리메틸메탄아미늄과 6-아미노-4-히드록시-3-[[7-술포-4-[(4-술포페닐)아조]-1-나프탈렌일]아조]-2,7-나프탈렌디술폰산의 염(4:1)[N,N,N-Trimethylmethanaminium salt with 6-amino-4-hydroxy-3-[[7-sulfo-4-[(4-sulfophenyl)azo]-1-naphthalenyl]azo]-2,7-naphthalenedisulfonic acid(4:1); 116340-05-7] 및 이를 25% 이상 함유한 혼합물",116340-05-7
2008-1-570,2-프로펜산 테트라히드로-2-옥소-3-퓨란일[Tetrahydro-2-oxo-3-furanyl 2-propenoate; 328249-37-2] 및 이를 25% 이상 함유한 혼합물,328249-37-2
2008-1-571,"1,3-비스[(아크릴아미도메톡시)메틸]우레아[1,3-Bis[(acrylamidomethoxy)methyl]urea; 30417-37-9] 및 이를 1% 이상 함유한 혼합물",30417-37-9
2008-1-572,"1-(3,3-디메틸시클로헥실)에틸 에틸 말론산[1-(3,3-Dimethylcyclohexyl)ethyl ethyl malonate; 478695-70-4] 및 이를 25% 이상 함유한 혼합물",478695-70-4
2008-1-573,"N-데실-N,N-디메틸-1-데칸아미늄 카보네이트[N-Decyl-N,N-dimethyl-1-decanaminium, carbonate; 148812-65-1, 148788-55-0] 및 이를 25% 이상 함유한 혼합물",148812-65-1
,"N-데실-N,N-디메틸-1-데칸아미늄 카보네이트[N-Decyl-N,N-dimethyl-1-decanaminium, carbonate; 148788-55-0] 및 이를 25% 이상 함유한 혼합물",148788-55-0
2008-1-574,트리플루오로메탄술폰산 (4-메톡시페닐)디페닐술포늄[(4-Methoxyphenyl)diphenylsulfonium trifluoromethanesulfonate; 116808-67-4] 및 이를 25% 이상 함유한 혼합물,116808-67-4
2008-1-575,"4-메틸벤젠술폰산[4-(1,1-디메틸에톡시)페닐]디페닐술포늄[[4-(1,1-Dimethylethoxy)phenyl]diphenylsulfonium 4-methylbenzenesulfonate; 161453-44-7] 및 이를 25% 이상 함유한 혼합물",161453-44-7
2008-1-576,"2,4,6-트리스(1-메틸에틸)벤젠술폰산 트리페닐술포늄[Triphenylsulfonium 2,4,6-tris(1-methylethyl)benzenesulfonate; 197447-16-8] 및 이를 25% 이상 함유한 혼합물",197447-16-8
2008-1-577,"이황화 비스(2,3-에피티오프로필)[Bis(2,3-epithiopropyl) disulfide; 98485-71-3] 및 이를 25% 이상 함유한 혼합물",98485-71-3
2008-1-578,"포름알데히드와 디메틸벤젠, 2-에틸-2-(히드록시메틸)-1,3-프로판디올의 중합체[Formaldehyde polymer with dimethylbenzene and 2-ethyl-2-(hydroxymethyl)-1,3-propanediol; 146058-40-4] 및 이를 1% 이상 함유한 혼합물",146058-40-4
2008-1-579,"1-메틸-2-[(1,2,2-트리메틸비시클로[3.1.0]헥스-3-일)메틸]시클로프로판메탄올[1-Methyl-2-[(1,2,2-trimethylbicyclo[3.1.0]hex-3-yl)methyl]cyclopropanemethanol; 198404-98-7] 및 이를 25% 이상 함유한 혼합물",198404-98-7
2008-1-580,8-시클로헥사데센-1-온[8-Cyclohexadecen-1-one; 3100-36-5] 및 이를 25% 이상 함유한 혼합물,3100-36-5
2008-1-581,"옥소비스(펜탄-2,4-디오나토-O,O')바나듐[Oxobis(pentane-2,4-dionato-O,O')vanadium; 3153-26-2] 및 이를 25% 이상 함유한 혼합물",3153-26-2
2008-1-582,"2-프로파논과 5-아미노-1,3,3-트리메틸시클로헥산메탄아민의 반응생성물[2-Propanone reaction products with 5-amino-1,3,3-trimethylcyclohexanemethanamine, reduced; 156105-38-3] 및 이를 10% 이상 함유한 혼합물",156105-38-3
2008-1-583,아세톤 시아노히드린[Acetone cyanohydrin; 75-86-5] 및 이를 1% 이상 함유한 혼합물,75-86-5
2008-1-584,요오드화 트리부틸메틸포스포늄[Tributylmethylphosphonium iodide; 1702-42-7] 및 이를 25% 이상 함유한 혼합물,1702-42-7
2008-1-585,황산 비스(3-디메틸아미노-7-히드록시-8-메틸-5-페닐페나지늄)[Bis(3-dimethylamino-7-hydroxy-8-methyl-5-phenylphenazinium) sulfate; 149057-64-7] 및 이를 25% 이상 함유한 혼합물,149057-64-7
2008-1-586,말레이미드[Maleimide; 541-59-3] 및 이를 1% 이상 함유한 혼합물,541-59-3
2009-1-587,"4,4'-디이소시아나토-3,3'-디메틸-1,1'-비페닐[4,4'-Diisocyanato-3,3'-dimethyl-1,1'-biphenyl; 91-97-4] 및 이를 25% 이상 함유한 혼합물",91-97-4
2009-1-588,"아닐린과 1,4-비스(클로로메틸)벤젠의 공중합체와 2,5-퓨란디온의 반응생성물[2,5-Furandione reaction products with aniline-1,4-bis(chloromethyl)benzene copolymer; 부여안됨] 및 이를 25% 이상 함유한 혼합물",#N/A
2009-1-589,2-[[(3-에테닐페닐)메톡시]메틸]옥시란과 2-[[(4-에테닐페닐)메톡시]메틸]옥시란의 혼합물[Mixture of 2-[[(3-ethenylphenyl)methoxy]methyl]oxirane(113538-79-7) and 2-[[(4-ethenylphenyl)methoxy]methyl]oxirane(113538-80-0); 부여안됨] 및 이를 1% 이상 함유한 혼합물,113538-79-7
,2-[[(4-ethenylphenyl)methoxy]methyl]oxirane(113538-80-0); 부여안됨] 및 이를 1% 이상 함유한 혼합물,113538-80-0
2009-1-590,"퍼옥시네오데칸산 3-히드록시-1,1-디메틸부틸[3-Hydroxy-1,1-dimethylbutyl peroxyneodecanoate; 95718-78-8] 및 이를 25% 이상 함유한 혼합물",95718-78-8
2009-1-591,"2,2'-디메틸벤지딘[2,2'-Dimethylbenzidine; 84-67-3] 및 이를 25% 이상 함유한 혼합물",84-67-3
2009-1-592,부탄니트릴[Butanenitrile; 109-74-0] 및 이를 25% 이상 함유한 혼합물,109-74-0
2009-1-593,"1,1,2,2-테트라플루오로-3-(1,1,2,2-테트라플루오로에톡시)프로판[1,1,2,2-Tetrafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane; 16627-68-2] 및 이를 25% 이상 함유한 혼합물",16627-68-2
2009-1-594,질산 디페닐요오도늄[Diphenyliodonium nitrate; 722-56-5] 및 이를 1% 이상 함유한 혼합물,722-56-5
2009-1-595,염화 디메틸술파모일[Dimethylsulfamoyl chloride; 13360-57-1] 및 이를 1% 이상 함유한 혼합물,13360-57-1
2009-1-596,4-옥소-1-아다만틸옥시카르보닐디플루오로메탄 술폰산 트리페닐술포늄[Triphenylsulfonium 4-oxo-1-adamantyloxycarbonyldifluoromethane sulfonate; 913269-98-4] 및 이를 25% 이상 함유한 혼합물,913269-98-4
2009-1-597,"삼염화 포스포릴, o-페닐페놀과 페놀의 반응생성물[Reaction products of phosphoryl trichloride, o-phenylphenol and phenol; 부여안됨] 및 이를 25% 이상 함유한 혼합물",#N/A
2009-1-598,디페닐[(페닐티오)페닐]술포늄 헥사플루오로포스페이트(1-)[Diphenyl[(phenylthio)phenyl]sulfonium hexafluorophosphate(1-); 68156-13-8] 및 이를 50% 이상 함유한 혼합물,68156-13-8
2009-1-599,트리클로산[Triclosan; 3380-34-5] 및 이를 25% 이상 함유한 혼합물,3380-34-5
2010-1-600,[3-(2-에틸헥실옥시)프로필아민]트리페닐보론[[3-(2-Ethylhexyloxy)propylamine]triphenylboron; 250578-38-2] 및 이를 25% 이상 함유한 혼합물,250578-38-2
2010-1-601,"2-(2,4-디메틸-3-시클로헥센-1-일)-5-메틸-5-(1-메틸프로필)-1,3-디옥산[2-(2,4-Dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-1,3-dioxane; 117933-89-8] 및 이를 25% 이상 함유한 혼합물",117933-89-8
2010-1-602,"7,7-디메틸-2-옥소비시클로[2.2.1]헵탄-1-메탄술폰산 트리페닐술포늄 (1:1)[Triphenylsulfonium 7,7-dimethyl-2-oxobicyclo[2.2.1]heptane-1-methanesulfonate (1:1); 227199-92-0] 및 이를 25% 이상 함유한 혼합물",227199-92-0
2010-1-603,펜타에리스리톨 테트라키스(3-메르캅토부타노에이트)와 펜타에리스리톨 트리스(3-메르캅토부타노에이트)의 혼합물[Mixture of pentaerythritol tetrakis(3-mercaptobutanoate)(31775-89-0) and pentaerythritol tris(3-mercaptobutanoate)(1027326-93-7); 부여안됨] 및 이를 25% 이상 함유한 혼합물,31775-89-0
,pentaerythritol tris(3-mercaptobutanoate)(1027326-93-7); 부여안됨] 및 이를 25% 이상 함유한 혼합물,1027326-93-7
2010-1-604,플루오르화 리튬[Lithium fluoride; 7789-24-4] 및 이를 25% 이상 함유한 혼합물,7789-24-4
2010-1-605,"염화 클로로[디메틸 9,9-디히드록시-3-메틸-2,4-디(2-피리디닐-κN)-7-[(2-피리디닐-κN)메틸]-3,7-디아자비시클로[3.3.1]노난-1,5-디카르복실레이트-κN3, κN7]철(1+)[Iron(1+), chloro[rel-1,5-dimethyl (1R,2S,4R,5S)-9,9-dihydroxy-3-methyl-2,4-di(2-pyridinyl-κN)-7-[(2-pyridinyl-κN)methyl]-3,7-diazabicyclo[3.3.1]nonane-1,5-dicarboxylate-κN3, κN7]-, chloride (1:1), (OC-6-63)-; 478945-46-9] 및 이를 25% 이상 함유한 혼합물",478945-46-9
2010-1-606,"2-메틸-1,2-벤즈이소티아졸린-3-온[2-Methyl-1,2-benzisothiazolin-3-one; 2527-66-4] 및 이를 25% 이상 함유한 혼합물",2527-66-4
2010-1-607,"리튬 비스[에탄디오에이토 (2-)-κO1,κO2]디플루오로포스페이트(1-)[Lithium bis[ethanedioato(2-)-κO1,κO2]difluorophosphate(1-); 678966-16-0] 및 이를 25% 이상 함유한 혼합물",678966-16-0
2010-1-608,에틸렌 메르캅토아세테이트[Ethylene mercaptoacetate; 123-81-9] 및 이를 25% 이상 함유한 혼합물,123-81-9
2010-1-609,황산니켈[Nickel sulfate; 7786-81-4] 및 이를 0.1% 이상 함유한 혼합물,7786-81-4
2010-1-610,하이드로퀴논[Hydroquinone; 123-31-9] 및 이를 2.5% 이상 함유한 혼합물,123-31-9
2010-1-611,"톨루엔 디이소시아네이트[Toluene diisocyanate; 26471-62-5, 584-84-9, 91-08-7] 및 이를 25% 이상 함유한 혼합물",26471-62-5
,"톨루엔 디이소시아네이트[Toluene diisocyanate; 584-84-9, 91-08-7] 및 이를 25% 이상 함유한 혼합물",584-84-9
,톨루엔 디이소시아네이트[Toluene diisocyanate; 91-08-7] 및 이를 25% 이상 함유한 혼합물,91-08-7
2010-1-612,퍼플루오로옥탄술폰산 칼륨[Potassium perfluorooctanesulfonate; 2795-39-3] 및 이를 0.3% 이상 함유한 혼합물,2795-39-3
2010-1-613,과산화 벤조일[Benzoyl peroxide; 94-36-0] 및 이를 25% 이상 함유한 혼합물,94-36-0
2011-1-614,"N,N-디메틸벤젠아민 테트라키스(펜타플루오로페닐)보레이트(1-)[N,N-Dimethylbenzenamine tetrakis(penta fluorophenyl)borate(1-); 118612-00-3] 및 이를 25% 이상 함유한 혼합물",118612-00-3
2011-1-615,"1,3,3,4,4,5,5-헵타플루오로시클로펜텐[1,3,3,4,4,5,5-Heptafluorocyclopentene ; 1892-03-1] 및 이를 25% 이상 함유한 혼합물",1892-03-1
2011-1-616,(3-이소시아나토프로필)트리메톡시실란[(3-Isocyanatopropyl)trimethoxysilane; 15396-00-6] 및 이를 1% 이상 함유한 혼합물,15396-00-6
2011-1-617,플루오르화 암모늄[Ammonium fluoride; 12125-01-8] 및 이를 25% 이상 함유한 혼합물,12125-01-8
2011-1-618,브롬화에틸트리페닐포스포늄[Ethyltriphenylphosphoniumbromide;1530-32-1]및이를25%이상함유한 혼합물,1530-32-1
2011-1-619,"2,2'-[1,3-페닐렌비스(옥시메틸렌)]비스[옥시란][2,2'-[1,3-Phenylenebis(oxymethylene)]bis[oxirane]; 101-90-6] 및 이를 1% 이상 함유한 혼합물",101-90-6
2011-1-620,"4,4'-에틸리덴디페닐 디시아네이트[4,4'-Ethylidenediphenyl dicyanate; 47073-92-7] 및 이를 25% 이상 함유한 혼합물",47073-92-7
2011-1-621,"5-[1-(2,3-디메틸페닐)에틸]-1H-이미다졸[5-[1-(2,3-Dimethylphenyl)ethyl]-1H-imidazole; 86347-14-0] 및 이를 1% 이상 함유한 혼합물",86347-14-0
2011-1-622,"2,2'-비스(트리플루오로메틸)벤지딘[2,2'-Bis(trifluoromethyl)benzidine; 341-58-2] 및 이를 25% 이상 함유한 혼합물",341-58-2
2011-1-623,"4,4'-메틸렌비스[N-(1-메틸프로필)시클로헥산아민[4,4'-Methylenebis[N-(1-methylpropyl)cyclohexanamine];154279-60-4]및이를25%이상함유한 혼합물",154279-60-4
2011-1-624,2-아미노티오페놀[2-Aminothiophenol ; 137-07-5] 및 이를 25% 이상 함유한 혼합물,137-07-5
2011-1-625,"1,4-디클로로-2-(1,1,2,3,3,3-헥사플루오로프로폭시)- 5-니트로벤젠[1,4-Dichloro- 2-(1,1,2,3,3,3-hexafluoropropoxy)-5-nitrobenzene; 130841-23-5] 및 이를 25% 이상 함유한 혼합물",130841-23-5
2011-1-626,"4,4'-[이소프로필리덴비스(4,1-페닐렌옥시)]디아닐린[4,4'-[Isopropylidenebis(4,1-phenyleneoxy)]dianiline; 13080-86-9] 및 이를 25% 이상 함유한 혼합물",13080-86-9
2011-1-627,"트리페닐술포늄, 2-(트리플루오로메틸)벤젠술포네이트(1:1)[Triphenylsulfonium, 2- (trifluoromethyl)benzenesulfonate(1:1); 425670-97-9] 및 이를 25% 이상 함유한 혼합물",425670-97-9
2011-1-628,"2,2,3,3,4,4-헥사플루오로-4-[(트리플루오로에테닐)옥시]부탄산 메틸 중합체[2,2,3,3,4,4-Hexafluoro-4-[(trifluoroethenyl)oxy]butanoic acid, methyl ester homopolymer, hydrolyzed; 661476-43-3] 및 이를 25% 이상 함유한 혼합물",661476-43-3
2011-1-629,"N,N'-비스(4-아미노페닐)-N,N'-디메틸에틸렌디아민[N,N'-Bis(4-aminophenyl)-N,N'-dimethylethylenediamine; 29103-75-1] 및 이를 25% 이상 함유한 혼합물",29103-75-1
2012-1-630,"1,4-비스(4-아미노페닐)피페라진[1,4-Bis(4-aminophenyl)piperazine; 7479-12-1] 및 이를 1% 이상 함유한 혼합물",7479-12-1
2012-1-631,9-페닐아크리딘[9-Phenylacridine; 602-56-2] 및 이를 25% 이상 함유한 혼합물,602-56-2
2012-1-632,9-(3-메틸페닐)아크리딘[9-(3-Methylphenyl)acridine; 294847-79-3] 및 이를 25% 이상 함유한 혼합물,294847-79-3
2012-1-633,(2S)-2-카바모일피롤리딘-1-카르복실산 벤질[Benzyl (2S)-2-carbamoylpyrrolidine-1-carboxylate; 34079-31-7] 및 이를 25% 이상 함유한 혼합물,34079-31-7
2012-1-634,"(η5-2,4-시클로펜타디엔-1-일)트리스(N-메틸메탄아미나토)지르코늄[(η5-2,4-Cyclopentadien-1-yl)tris(N-methylmethanaminato)zirconium; 33271-88-4] 및 이를 5% 이상 함유한 혼합물",33271-88-4
2012-1-635,"트리페닐(페닐메틸)포스포늄 1,1,2,2,3,3,4,4,4-노나플루오로-N-메틸-1-부탄술폰아미드(1:1)[Triphenyl(phenylmethyl)phosphonium 1,1,2,2,3,3,4,4,4-nonafluoro-N-methyl-1-butanesulfonamide(1:1); 332350-93-3] 및 이를 25% 이상 함유한 혼합물",332350-93-3
2012-1-636,"α-[2-[비스(2-히드록시에틸)아미노]프로필]-ω-히드록시폴리[옥시(메틸-1,2-에탄디일)]과α-히드로-ω-히드록시폴리(옥시-1,2-에탄디일)의에테르(1:2),모노-C12-16-알킬에테르[α-[2-[Bis(2-hydroxyethyl)amino]propyl]-ω-hydroxypoly[oxy(methyl-1,2-ethanediyl)]etherwithα-hydro-ω-hydroxypoly(oxy-1,2-ethanediyl)(1:2),mono-C12-16-alkylethers;176022-82-5]및이를25%이상함유한 혼합물",176022-82-5
2012-1-637,"3,3'-디메톡시-[1,1-비페닐]- 4,4'-디아민[3,3'-Dimethoxy -[1,1'-biphenyl]-4,4'-diamine; 119-90-4] 및 그 염산염과 그 중 하나를 1% 이상 함유한 혼합물",119-90-4
2012-1-638,"2,4-디메틸-2-(5,6,7,8-테트라히드로-5,5,8,8-테트라메틸-2-나프탈레닐)-1,3-디옥소란[2,4-Dimethyl-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1,3-dioxolane; 131812-67-4, 131812-52-7, 131812-51-6] 및 이를 25% 이상 함유한 혼합물",131812-67-4
,"2,4-디메틸-2-(5,6,7,8-테트라히드로-5,5,8,8-테트라메틸-2-나프탈레닐)-1,3-디옥소란[2,4-Dimethyl-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1,3-dioxolane; 131812-52-7, 131812-51-6] 및 이를 25% 이상 함유한 혼합물",131812-52-7
,"2,4-디메틸-2-(5,6,7,8-테트라히드로-5,5,8,8-테트라메틸-2-나프탈레닐)-1,3-디옥소란[2,4-Dimethyl-2-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1,3-dioxolane; 131812-51-6] 및 이를 25% 이상 함유한 혼합물",131812-51-6
2012-1-639,"(2E)-1,4-디클로로-2-부텐[(2E)-1,4-Dichloro-2-butene; 110-57-6] 및 이를 0.1% 이상 함유한 혼합물",110-57-6
2012-1-640,삼산화 이붕소[Diboron trioxide; 1303-86-2] 및 이를 0.3% 이상 함유한 혼합물,1303-86-2
2012-1-641,"2,2-디브로모프로판디아미드[2,2-Dibromopropanediamide; 73003-80-2] 및 이를 1% 이상 함유한 혼합물",73003-80-2
2012-1-642,2-클로로아크릴로니트릴[2-Chloroacrylonitrile; 920-37-6] 및 이를 1% 이상 함유한 혼합물,920-37-6
2012-1-643,폴리헥사메틸렌구아니딘의 인산염 [Polyhexamethyleneguanidine phosphate; PHMG phosphate; 89697-78-9] 및 폴리헥사메틸렌구아니딘의 염산염[Polyhexamethyleneguanidine hydrochloride; PHMG chloride; 57028-96-3]과 그 중 하나를 1% 이상 함유한 혼합물,89697-78-9
,폴리헥사메틸렌구아니딘의 염산염[Polyhexamethyleneguanidine hydrochloride; PHMG chloride; 57028-96-3]과 그 중 하나를 1% 이상 함유한 혼합물,57028-96-3
2012-1-644,5-클로로-2-메틸-4-이소티아졸린-3-온[5-Chloro-2-methyl-4-isothiazolin-3-one; 26172-55-4] 및 이를 1% 이상 함유한 혼합물,26172-55-4
2012-1-645,2-메틸-4-이소티아졸린-3-온[2-Methyl-4-isothiazolin-3-one; 2682-20-4] 및 이를 1% 이상 함유한 혼합물,2682-20-4
2012-1-646,염화 디데실디메틸암모늄[Didecyldimethylammonium chloride; 7173-51-5] 및 이를 25% 이상 함유한 혼합물,7173-51-5
2012-1-647,"4,6-디클로로피리미딘[4,6-Dichloropyrimidine; 1193-21-1] 및 이를 25% 이상 함유한 혼합물",1193-21-1
2012-1-648,리튬 테트라플루오로(옥살라토)포스페이트[Lithium tetrafluoro(oxalato) phosphate; 521065-36-1] 및 이를 25% 이상 함유한 혼합물,521065-36-1
2012-1-649,시트르산 수소 니켈(2가)[Nickel(2+) hydrogen citrate; 18721-51-2] 및 이를 1% 이상 함유한 혼합물,18721-51-2
2012-1-650,"클로로아세트산 헥사히드로-2-옥소-3,5-메타노-2H-시클로펜타[b]퓨란-6-일[Hexahydro-2-oxo-3,5-methano-2H-cyclopenta[b]furan-6-yl chloroacetate; 869795-96-0] 및 이를 25% 이상 함유한 혼합물",869795-96-0
2012-1-651,"수산화 N1,N1,N1,N4,N4,N4-헥사부틸-1,4-부탄디아미늄[N1,N1,N1,N4,N4,N4-Hexabutyl-1,4-butanediaminium, hydroxide (1:2); 부여안됨] 및 이를 25% 이상 함유한 혼합물",#N/A
2012-1-652,에마멕틴[Emamectin; 119791-41-2] 및 이를 25% 이상 함유한 혼합물,119791-41-2
2012-1-653,메타아크릴산 3-클로로-2-히드록시프로필[3-Chloro-2-hydroxypropyl methacrylate; 13159-52-9] 및 이를 25% 이상 함유한 혼합물,13159-52-9
2013-1-654,시트르산 코발트(2가) (2:3)[Citric acid cobalt(2+) (2:3); 866-81-9] 및 이를 1% 이상 함유한 혼합물,866-81-9
2013-1-655,비-7-옥사비시클로[4.1.0]헵탄[Bi-7-oxabicyclo[4.1.0]heptane; 141668-35-1] 및 이를 1% 이상 함유한 혼합물,141668-35-1
2013-1-656,"(8-퀴놀리노라토-κN1,κO8)리튬[(8-Quinolinolato-κN1,κO8)lithium; 850918-68-2] 및 이를 25% 이상 함유한 혼합물",850918-68-2
2013-1-657,"N,N'-디페닐구아니딘 브롬산염[N,N'-Diphenylguanidine hydrobromide; 93982-96-8] 및 이를 25% 이상 함유한 혼합물",93982-96-8
2013-1-658,다이렉트 블랙 38[C.I. direct black 038; 1937-37-7] 및 이를 0.1% 이상 함유한 혼합물,1937-37-7
2013-1-659,다이렉트 브라운 95[C.I. direct brown 095; 16071-86-6] 및 이를 0.1% 이상 함유한 혼합물,16071-86-6
2013-1-660,글리시돌[Glycidol; 556-52-5] 및 이를 0.1% 이상 함유한 혼합물,556-52-5
2013-1-661,2-니트로톨루엔[2-Nitrotoluene; 88-72-2] 및 이를 0.1% 이상 함유한 혼합물,88-72-2
2013-1-662,"2,2'-[옥타히드로-4,7-메타노-1H-인덴디일)비스(메틸렌옥시메틸렌)]디옥시란[2,2'-[Octahydro-4,7-methano-1H-indenediyl)bis(methyleneoxymethylene)]dioxirane;50985-55-2]및이를1%이상함유한 혼합물",50985-55-2
2013-1-663,2-프로펜산 2-[2-[(2-에틸헥실)옥시]에톡시]에틸[2-[2-[(2-Ethylhexyl)oxy]ethoxy]ethyl 2-propenoate; 117646-83-0] 및 이를 25% 이상 함유한 혼합물,117646-83-0
2013-1-664,2-프로펜산 (3-페녹시페닐)메틸[(3-Phenoxyphenyl)methyl 2-propenoate; 409325-06-0] 및 이를 25% 이상 함유한 혼합물,409325-06-0
2013-1-665,"트리스(4-메틸페닐)술포늄과 1-[(3-히드록시트리시클로[3.3.1.13,7]데실)메틸] 2,2-디플루오로-2-설포아세테이트 (1:1)의 염[Tris(4-methylphenyl)sulfonium salt with 1-[(3-hydroxytricyclo[3.3.1.13,7]dec-1-yl)methyl] 2,2-difluoro-2-sulfoacetate (1:1); 1233844-88-6] 및 이를 25% 이상 함유한 혼합물",1233844-88-6
2013-1-666,메탄술폰산[Methanesulfonic acid; 75-75-2] 및 이를 5% 이상 함유한 혼합물,75-75-2
2013-1-667,퀴놀린[Quinoline; 91-22-5] 및 0.1% 이상 함유한 혼합물,91-22-5
2013-1-668,"1,2-옥사티올란, 2,2-디옥사이드[1,2-Oxathiolane, 2,2-dioxide; 1120-71-4] 및 0.1% 이상 함유한 혼합물",1120-71-4
2013-1-669,이산화 염소[Chlorine dioxide; 10049-04-4] 및 1% 이상 함유한 혼합물,10049-04-4
2013-1-670,비스(디에틸아미노)실란[Bis(diethylamino)silane; 27804-64-4] 및 이를 5% 이상 함유한 혼합물,27804-64-4
2013-1-671,트리실일아민[Trisilylamine; 13862-16-3] 및 이를 1% 이상 함유한 혼합물,13862-16-3
2013-1-672,"1-클로로-N,N-디에틸-1,1-디페닐-1-(페닐메틸)포스포아민[1-Chloro-N,N-diethyl-1,1-diphenyl-1-(phenylmethyl)phosphoramine; 82857-68-9] 및 이를 25% 이상 함유한 혼합물",82857-68-9
2013-1-673,리튬 이플루오로(옥살라토)보레이트(1-) [Lithium difluoro(oxalato)borate(1-); 409071-16-5] 및 이를 25% 이상 함유한 혼합물,409071-16-5
2013-1-674,리튬 비스(플루오로술포닐)이미드[Lithium bis(fluorosulfonyl)imide; 171611-11-3] 및 이를 25% 이상 함유한 혼합물,171611-11-3
2013-1-675,"2,3-디브로모-1-프로판올[2,3-Dibromo-1-propanol; 96-13-9] 및 이를 0.1% 이상 함유한 혼합물",96-13-9
2013-1-676,"2,2'-[1,2-에탄디일비스(옥시)]비스에탄아민과 구아니딘 염산염의 중합체 [2,2'-[1,2-Ethanediylbis(oxy)]bisethanamine polymer with guanidine monohydrochloride; 374572-91-5] 및 이를 25% 이상 함유한 혼합물",374572-91-5
2013-1-677,리튬 디플루오로포스페이트[Lithium difluorophosphate; 24389-25-1] 및 이를 25% 이상 함유한 혼합물,24389-25-1
2013-1-678,"1-에틸-1-메틸피롤리디늄과 1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 염(1:1) [1-Ethyl-1-methylpyrrolidinium salt with 1,1,1-trifluoro-N-[(trifluoromethyl) sulfonyl]methanesulfonamide(1:1); 223436-99-5] 및 이를 25% 이상 함유한 혼합물",223436-99-5
2013-1-679,트리페닐메틸륨 테트라키스(펜타플루오로페닐)보레이트(1-)[Triphenyl methylium tetrakis(pentafluorophenyl)borate(1-); 136040-19-2] 및 이를 25% 이상 함유한 혼합물,136040-19-2
2013-1-680,3-브로모-2-메틸-1-프로펜[3-Bromo-2-methyl-1-propene; 1458-98-6] 및 이를 25% 이상 함유한 혼합물,1458-98-6
2014-1-681,(4-히드록시페닐)메틸(1-나프탈레닐메틸)술포늄 테트라키스(펜타플루오로페닐)보레이트(1-)[(4-Hydroxyphenyl)methyl (1-naphthalenylmethyl)sulfonium tetrakis(pentafluorophenyl)borate(1-); 938451-30-0] 및 이를 25% 이상 함유한 혼합물,938451-30-0
2014-1-682,"비스(2,4,4-트리메틸펜틸)포스피노디티오산[Bis(2,4,4-trimethylpentyl)phosphinodithioic acid; 107667-02-7] 및 이를 1% 이상 함유한 혼합물",107667-02-7
2014-1-683,2-클로로-3-트리플루오로메틸피리딘 [2-Chloro-3-trifluoromethylpyridine; 65753-47-1] 및 이를 25% 이상 함유한 혼합물,65753-47-1
2014-1-684,트리스(트리메틸실릴)포스핀[Tris(trimethylsilyl)phosphine; 15573-38-3] 및 이를 1% 이상 함유한 혼합물,15573-38-3
2014-1-685,"심클로센[Symclosene; 1,3,5-Trichloro- 1,3,5-triazine-2,4,6(1H,3H,5H)-trione; 87-90-1] 및 이를 1% 이상 함유한 혼합물",87-90-1
2014-1-686,"트리글리시딜 이소시아누레이트[Triglycidyl isocyanurate; 1,3,5-Tris(oxiranylmethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione; 2451-62-9] 및 이를 0.1% 이상 함유한 혼합물",2451-62-9
2014-1-687,2-옥틸-3(2H)-이소티아졸론[2-Octyl-3(2H)-isothiazolone; 26530-20-1] 및 이를 1% 이상 함유한 혼합물,26530-20-1
2014-1-688,"트로클로센 나트륨[Troclosene sodium; 1,3-Dichloro-1,3,5-triazine-2,4,6(1H,3H,5H)-trione sodium salt; 2893-78-9] 및 이를 25% 이상 함유한 혼합물",2893-78-9
2014-1-689,디클로로에테닐메틸실란[Dichloroethenylmethylsilane; 124-70-9] 및 이를 25% 이상 함유한 혼합물,124-70-9
2014-1-690,"2,3,3,3-테트라플루오로-2-[1,1,2,3,3,3-헥사플루오로-2-(헵타플루오로프로폭시)프로폭시]프로판산암모늄염[2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoicacid,ammoniumsalt; 13043-05-5] 및 이를 25% 이상 함유한 혼합물",13043-05-5
2014-1-691,"1,3-벤젠디메탄티올[1,3-Benzenedimethanethiol; 41563-69-3] 및 이를 25% 이상 함유한 혼합물",41563-69-3
2014-1-692,1-데실피리디늄 비스(플루오로술포닐)이미드[1-Decylpyridinium bis(fluoro sulfonyl)imide; 부여안됨] 및 이를 25% 이상 함유한 혼합물,#N/A
2014-1-693,"1,3-부타디엔[1,3-Butadiene; 106-99-0] 및 이를 0.1% 이상 함유한 혼합물",106-99-0
2014-1-694,"N,N-디메틸포름아미드[N,N-Dimethylformamide;68-12-2]및이를0.3%이상함유한 혼합물",68-12-2
